mmrrc_id,availability,sds_status,public_display
45094,Currently Unavailable,In Progress,No
42751,Cryo-archive,Complete,Yes
615,ES cell line,Complete,Yes
14131,ES cell line,Complete,Yes
69401,Currently Unavailable,In Progress,No
37651,Hidden,In Progress,No
61031,ES cell line,QC,Yes
30194,Cryo-archive,Complete,Yes
4422,ES cell line,Complete,Yes
56342,ES cell line,QC,Yes
36943,Hidden,In Progress,No
51487,ES cell line,QC,Yes
53140,ES cell line,QC,Yes
18811,ES cell line,Complete,Yes
54685,ES cell line,QC,Yes
32453,Cryo-archive,Complete,Yes
64233,ES cell line,QC,Yes
55997,ES cell line,QC,Yes
19703,ES cell line,Complete,Yes
35396,ES cell line,Complete,Yes
1620,ES cell line,Complete,Yes
40296,Cryo-archive,Complete,Yes
9210,ES cell line,Complete,Yes
20897,ES cell line,Complete,Yes
47553,Cryo-archive,QC,Yes
11333,ES cell line,Complete,Yes
21785,ES cell line,Complete,Yes
26040,ES cell line,Complete,Yes
70620,Currently Unavailable,In Progress,No
22900,ES cell line,Complete,Yes
69051,Currently Unavailable,In Progress,No
14561,ES cell line,Complete,Yes
245,Cryo-archive,Complete,Yes
42301,Cryo-archive,Complete,Yes
11299,ES cell line,Complete,Yes
23612,ES cell line,Complete,Yes
56712,ES cell line,QC,Yes
61461,ES cell line,QC,Yes
37201,Hidden,N/A,No
64399,ES cell line,QC,Yes
57800,ES cell line,QC,Yes
4072,ES cell line,Complete,Yes
19353,ES cell line,Complete,Yes
64663,ES cell line,QC,Yes
32003,Cryo-archive,Complete,Yes
4588,ES cell line,Complete,Yes
1270,ES cell line,Complete,Yes
53510,ES cell line,QC,Yes
65971,Hybridoma cell line,Complete,Yes
10871,ES cell line,Complete,Yes
70270,Currently Unavailable,In Progress,No
26410,ES cell line,Complete,Yes
8952,ES cell line,Complete,Yes
9640,ES cell line,Complete,Yes
11763,Cryo-archive,Complete,Yes
47103,Cryo-archive,QC,Yes
22453,ES cell line,Complete,Yes
45997,Currently Unavailable,In Progress,No
14832,ES cell line,Complete,Yes
25396,ES cell line,Complete,Yes
68210,Currently Unavailable,In Progress,No
15720,ES cell line,Complete,Yes
43140,Cryo-archive,Complete,Yes
44685,Currently Unavailable,In Progress,No
5233,ES cell line,Complete,Yes
60620,ES cell line,QC,Yes
36040,Cryo-archive,Complete,Yes
50296,Cryo-archive,QC,Yes
61932,ES cell line,QC,Yes
30897,Cryo-archive,Complete,Yes
57553,ES cell line,QC,Yes
55094,ES cell line,QC,Yes
52751,ES cell line,QC,Yes
53843,ES cell line,QC,Yes
18112,ES cell line,Complete,Yes
65422,Cryo-archive,Complete,Yes
33242,missing,Complete,No
10522,ES cell line,Complete,Yes
46342,Cryo-archive,QC,Yes
26943,ES cell line,Complete,Yes
41487,Cryo-archive,QC,No
8401,ES cell line,Complete,Yes
71031,Cryo-archive,Complete,Yes
27651,Hidden,Complete,No
20194,ES cell line,Complete,Yes
43510,Cryo-archive,Complete,Yes
15370,ES cell line,Complete,Yes
68640,Currently Unavailable,In Progress,No
10488,ES cell line,Complete,Yes
22003,ES cell line,Complete,Yes
69952,Currently Unavailable,In Progress,No
57103,ES cell line,QC,Yes
4971,ES cell line,Complete,Yes
5663,ES cell line,Complete,Yes
36410,Cryo-archive,Complete,Yes
60270,ES cell line,QC,Yes
65588,Cryo-archive,Complete,Yes
5399,ES cell line,Complete,Yes
33612,missing,Complete,No
65072,ES cell line,QC,Yes
18542,ES cell line,Complete,Yes
32900,Cryo-archive,Complete,Yes
61898,ES cell line,QC,Yes
52301,ES cell line,QC,Yes
27201,ES cell line,Complete,Yes
71461,Currently Unavailable,In Progress,No
47800,Cryo-archive,QC,Yes
14998,ES cell line,Complete,Yes
46712,Cryo-archive,QC,Yes
10172,ES cell line,Complete,Yes
8051,ES cell line,Complete,Yes
17199,ES cell line,Complete,Yes
39531,Cryo-archive,Complete,Yes
12661,ES cell line,Complete,Yes
44001,Cryo-archive,In Progress,Yes
68494,Cryo-archive,QC,Yes
58022,ES cell line,QC,Yes
25512,ES cell line,Complete,Yes
992,ES cell line,Complete,Yes
13973,ES cell line,Complete,Yes
63,Hidden,N/A,No
66873,Cryo-archive,Complete,Yes
50412,Cryo-archive,QC,Yes
2372,ES cell line,Complete,Yes
62099,ES cell line,QC,Yes
67761,Currently Unavailable,In Progress,No
7170,ES cell line,Complete,Yes
2688,Hidden,Complete,No
54902,ES cell line,QC,Yes
18796,ES cell line,Complete,Yes
49633,Cryo-archive,QC,Yes
62563,ES cell line,QC,Yes
48921,Cryo-archive,QC,Yes
28320,ES cell line,Complete,Yes
19884,ES cell line,Complete,Yes
55610,ES cell line,QC,Yes
20710,ES cell line,Complete,Yes
8285,ES cell line,Complete,Yes
17463,ES cell line,Complete,Yes
41203,Cryo-archive,Complete,Yes
21802,ES cell line,Complete,Yes
25142,ES cell line,Complete,Yes
58472,ES cell line,QC,Yes
22687,ES cell line,Complete,Yes
23995,ES cell line,Complete,Yes
44451,Currently Unavailable,In Progress,No
12231,ES cell line,Complete,Yes
39161,Cryo-archive,Complete,Yes
43394,Cryo-archive,Complete,Yes
2722,ES cell line,Complete,Yes
36294,Cryo-archive,Complete,Yes
49799,Cryo-archive,QC,Yes
31551,ES cell line,Complete,Yes
67331,Cryo-archive,Needs Update,Yes
56895,ES cell line,QC,Yes
57787,ES cell line,QC,Yes
3830,ES cell line,Complete,Yes
50042,Cryo-archive,QC,Yes
35841,ES cell line,Complete,Yes
52585,ES cell line,QC,Yes
55240,ES cell line,QC,Yes
28770,ES cell line,Complete,Yes
7520,ES cell line,Complete,Yes
33096,missing,Complete,No
62133,ES cell line,QC,Yes
49263,Cryo-archive,QC,Yes
41653,Cryo-archive,Complete,Yes
17033,ES cell line,Complete,Yes
46196,Cryo-archive,Complete,Yes
838,ES cell line,Complete,Yes
58188,ES cell line,QC,Yes
20340,ES cell line,Complete,Yes
27485,ES cell line,Complete,Yes
40941,Cryo-archive,Complete,Yes
58921,ES cell line,QC,Yes
69285,Currently Unavailable,In Progress,No
16788,ES cell line,Complete,Yes
45610,Currently Unavailable,In Progress,No
13070,ES cell line,Complete,Yes
38320,Cryo-archive,Complete,Yes
44902,Currently Unavailable,In Progress,No
24303,ES cell line,Complete,Yes
59633,ES cell line,QC,Yes
51203,Cryo-archive,Complete,Yes
31802,Cryo-archive,Complete,Yes
63688,ES cell line,QC,Yes
66170,Hybridoma cell line,Complete,Yes
3563,ES cell line,Complete,Yes
35512,ES cell line,Complete,Yes
63372,ES cell line,QC,Yes
48022,Cryo-archive,QC,Yes
6761,ES cell line,Complete,Yes
19187,ES cell line,Complete,Yes
3099,ES cell line,Complete,Yes
7873,ES cell line,Complete,Yes
54001,ES cell line,QC,Yes
29531,ES cell line,Complete,Yes
21101,ES cell line,Complete,Yes
9494,ES cell line,Complete,Yes
40412,Cryo-archive,Complete,Yes
16272,ES cell line,Complete,Yes
23096,ES cell line,Complete,Yes
39862,Cryo-archive,Complete,Yes
59263,ES cell line,QC,Yes
24753,ES cell line,Complete,Yes
25841,ES cell line,Complete,Yes
42585,Cryo-archive,Complete,Yes
38770,Cryo-archive,Complete,Yes
13420,ES cell line,Complete,Yes
45240,Currently Unavailable,In Progress,No
48188,Cryo-archive,QC,Yes
66520,Cryo-archive,Complete,Yes
30340,Cryo-archive,Complete,Yes
3133,ES cell line,Complete,Yes
37485,Cryo-archive,Complete,Yes
50941,Cryo-archive,Complete,Yes
51653,ES cell line,QC,Yes
56196,ES cell line,QC,Yes
29161,ES cell line,Complete,Yes
33995,missing,Complete,No
54451,ES cell line,QC,Yes
53394,ES cell line,QC,Yes
62830,ES cell line,QC,Yes
48472,Cryo-archive,QC,Yes
63722,ES cell line,QC,Yes
35142,ES cell line,Complete,Yes
6331,ES cell line,Complete,Yes
32687,Cryo-archive,Complete,Yes
47787,Cryo-archive,QC,Yes
16622,ES cell line,Complete,Yes
40042,Cryo-archive,Complete,Yes
17930,ES cell line,Complete,Yes
26294,ES cell line,Complete,Yes
59799,ES cell line,QC,Yes
21551,ES cell line,Complete,Yes
46895,Cryo-archive,QC,Yes
6624,ES cell line,Complete,Yes
32392,Cryo-archive,Complete,Yes
48167,Cryo-archive,QC,Yes
63237,ES cell line,QC,Yes
4619,ES cell line,Complete,Yes
35457,ES cell line,Complete,Yes
52993,ES cell line,QC,Yes
56179,ES cell line,QC,Yes
53681,ES cell line,QC,Yes
7936,ES cell line,Complete,Yes
29474,ES cell line,Complete,Yes
54144,ES cell line,QC,Yes
68928,Currently Unavailable,In Progress,No
21044,ES cell line,Complete,Yes
23079,ES cell line,Complete,Yes
26781,ES cell line,Complete,Yes
27893,ES cell line,Complete,Yes
40557,Cryo-archive,Complete,Yes
47292,Cryo-archive,QC,Yes
38265,Cryo-archive,Complete,Yes
13135,Hidden,Complete,No
45755,Currently Unavailable,In Progress,No
11108,Cryo-archive,Complete,Yes
47768,Cryo-archive,QC,Yes
42090,Cryo-archive,Complete,Yes
58864,ES cell line,QC,Yes
59776,ES cell line,QC,Yes
24246,ES cell line,Complete,Yes
23583,ES cell line,Complete,Yes
44847,Currently Unavailable,In Progress,No
31947,Cryo-archive,Complete,Yes
56483,ES cell line,QC,Yes
51346,ES cell line,QC,Yes
3426,ES cell line,Complete,Yes
64008,ES cell line,QC,Yes
32668,Cryo-archive,Complete,Yes
19538,ES cell line,Complete,Yes
37190,Hidden,N/A,No
66035,Hybridoma cell line,Complete,Yes
56529,ES cell line,QC,Yes
62975,ES cell line,QC,Yes
60948,ES cell line,QC,Yes
54514,ES cell line,QC,Yes
29024,ES cell line,Complete,Yes
6274,ES cell line,Complete,Yes
19492,ES cell line,Complete,Yes
35007,ES cell line,Complete,Yes
4249,ES cell line,Complete,Yes
63667,ES cell line,QC,Yes
48537,Cryo-archive,QC,Yes
9181,ES cell line,Complete,Yes
40107,Cryo-archive,Complete,Yes
16767,ES cell line,Complete,Yes
15848,ES cell line,Complete,Yes
21414,ES cell line,Complete,Yes
23429,ES cell line,Complete,Yes
17875,ES cell line,Complete,Yes
24616,ES cell line,Complete,Yes
68882,Currently Unavailable,In Progress,No
59326,ES cell line,QC,Yes
39927,Cryo-archive,Complete,Yes
27939,ES cell line,Complete,Yes
45305,Currently Unavailable,In Progress,No
13565,ES cell line,Complete,Yes
38635,Cryo-archive,Complete,Yes
47338,Cryo-archive,QC,Yes
11558,Cryo-archive,Complete,Yes
69790,Currently Unavailable,QC,No
25904,ES cell line,Complete,Yes
584,ES cell line,Complete,Yes
19168,ES cell line,Complete,Yes
32238,Cryo-archive,QC,Yes
64458,ES cell line,QC,Yes
3076,ES cell line,Complete,Yes
50804,Currently Unavailable,In Progress,No
52839,ES cell line,QC,Yes
66465,Collaborative Cross Mice,Complete,Yes
51716,ES cell line,QC,Yes
34246,missing,Complete,No
62426,ES cell line,QC,Yes
5008,ES cell line,Complete,Yes
49776,Cryo-archive,QC,Yes
7035,ES cell line,Complete,Yes
33583,missing,Complete,No
54847,ES cell line,QC,Yes
55755,ES cell line,QC,Yes
28265,ES cell line,Complete,Yes
57768,ES cell line,QC,Yes
48864,Cryo-archive,QC,Yes
52090,ES cell line,QC,Yes
22668,ES cell line,Complete,Yes
27190,ES cell line,Complete,Yes
20655,ES cell line,Complete,Yes
21947,ES cell line,Complete,Yes
46483,Cryo-archive,QC,Yes
41346,ES cell line,Complete,Yes
17526,ES cell line,Complete,Yes
46179,Cryo-archive,Complete,Yes
10719,ES cell line,Complete,Yes
43681,Cryo-archive,QC,Yes
44144,Cryo-archive,Complete,Yes
12724,ES cell line,Complete,Yes
39474,Cryo-archive,Complete,Yes
9928,ES cell line,Complete,Yes
13836,Hidden,Complete,No
22392,ES cell line,Complete,Yes
25457,ES cell line,Complete,Yes
42993,Cryo-archive,Complete,Yes
58167,ES cell line,QC,Yes
37893,Cryo-archive,Complete,Yes
50557,Cryo-archive,Complete,Yes
57292,ES cell line,QC,Yes
66936,Cryo-archive,Complete,Yes
31044,Cryo-archive,Complete,Yes
67624,Currently Unavailable,In Progress,No
18329,ES cell line,Complete,Yes
33079,Cryo-archive,Complete,Yes
2237,ES cell line,Complete,Yes
65619,Cryo-archive,Complete,Yes
36781,Hidden,N/A,No
37939,Hidden,In Progress,No
28635,ES cell line,Complete,Yes
55305,ES cell line,QC,Yes
57338,ES cell line,QC,Yes
35904,ES cell line,Complete,Yes
49326,Cryo-archive,QC,Yes
5458,ES cell line,Complete,Yes
62076,ES cell line,QC,Yes
7465,ES cell line,Complete,Yes
18283,ES cell line,Complete,Yes
29927,ES cell line,Complete,Yes
8790,ES cell line,Complete,Yes
17176,ES cell line,Complete,Yes
41716,Cryo-archive,Complete,Yes
22238,ES cell line,Complete,Yes
9882,ES cell line,Complete,Yes
8,missing,N/A,No
40804,Cryo-archive,Complete,Yes
42839,Cryo-archive,Complete,Yes
20205,ES cell line,Complete,Yes
58537,ES cell line,QC,Yes
25007,ES cell line,Complete,Yes
10349,ES cell line,Complete,Yes
46529,Cryo-archive,QC,Yes
68181,Currently Unavailable,In Progress,No
70948,Currently Unavailable,In Progress,No
39024,Cryo-archive,Complete,Yes
12374,ES cell line,Complete,Yes
44514,Currently Unavailable,In Progress,No
67274,Cryo-archive,Needs Update,Yes
31414,ES cell line,Complete,Yes
65249,ES cell line,QC,Yes
2667,ES cell line,Complete,Yes
33429,missing,Complete,No
18779,ES cell line,Complete,Yes
3975,ES cell line,Complete,Yes
50107,Cryo-archive,QC,Yes
1948,ES cell line,Complete,Yes
22812,ES cell line,Complete,Yes
69143,Currently Unavailable,In Progress,No
14473,ES cell line,Complete,Yes
357,Cryo-archive,Complete,Yes
42213,Cryo-archive,In Progress,Yes
23700,ES cell line,Complete,Yes
70698,Currently Unavailable,In Progress,No
56600,ES cell line,QC,Yes
61573,ES cell line,QC,Yes
37313,Hidden,N/A,No
57912,ES cell line,QC,Yes
1698,ES cell line,Complete,Yes
4160,ES cell line,Complete,Yes
19241,ES cell line,Complete,Yes
64771,ES cell line,QC,Yes
32111,Cryo-archive,Complete,Yes
61089,ES cell line,QC,Yes
1362,ES cell line,Complete,Yes
53402,ES cell line,QC,Yes
65863,ES cell line,QC,Yes
10963,Hidden,Complete,No
70362,Currently Unavailable,In Progress,No
26502,ES cell line,Complete,Yes
8840,ES cell line,Complete,Yes
9752,ES cell line,Complete,Yes
11671,Cryo-archive,Complete,Yes
47011,Cryo-archive,QC,Yes
14189,ES cell line,Complete,Yes
43951,Cryo-archive,Complete,Yes
24495,ES cell line,Complete,Yes
23350,ES cell line,Complete,Yes
45186,Currently Unavailable,In Progress,No
42643,Cryo-archive,Complete,Yes
707,ES cell line,Complete,Yes
14023,ES cell line,Complete,Yes
69513,Cryo-archive,Complete,Yes
37743,Cryo-archive,Complete,Yes
61123,ES cell line,QC,Yes
4530,ES cell line,Complete,Yes
56250,ES cell line,QC,Yes
51595,ES cell line,QC,Yes
36851,ES cell line,Complete,Yes
53052,ES cell line,QC,Yes
18903,ES cell line,Complete,Yes
54797,ES cell line,QC,Yes
55885,ES cell line,QC,Yes
32541,Cryo-archive,Complete,Yes
64321,ES cell line,QC,Yes
19611,ES cell line,Complete,Yes
35284,ES cell line,Complete,Yes
1732,ES cell line,Complete,Yes
40384,Cryo-archive,Complete,Yes
9302,ES cell line,Complete,Yes
47441,Cryo-archive,QC,Yes
11221,ES cell line,Complete,Yes
20985,ES cell line,Complete,Yes
21697,ES cell line,Complete,Yes
26152,ES cell line,Complete,Yes
70732,Currently Unavailable,In Progress,No
43402,Cryo-archive,Complete,Yes
15262,ES cell line,Complete,Yes
68752,Currently Unavailable,In Progress,No
22111,ES cell line,Complete,Yes
71089,Cryo-archive,Complete,Yes
69840,Breeder pairs,Complete,Yes
57011,ES cell line,QC,Yes
4863,ES cell line,Complete,Yes
5771,ES cell line,Complete,Yes
36502,Cryo-archive,Complete,Yes
60362,ES cell line,QC,Yes
33700,missing,Complete,No
65160,ES cell line,QC,Yes
18450,ES cell line,Complete,Yes
60698,ES cell line,QC,Yes
52213,ES cell line,QC,Yes
27313,ES cell line,Complete,Yes
71573,Cryo-archive,Complete,Yes
47912,Cryo-archive,QC,Yes
46600,Cryo-archive,QC,Yes
10060,ES cell line,Complete,Yes
15798,ES cell line,Complete,Yes
8143,ES cell line,Complete,Yes
45885,Currently Unavailable,In Progress,No
22541,ES cell line,Complete,Yes
25284,ES cell line,Complete,Yes
14920,ES cell line,Complete,Yes
68302,Breeder pairs,N/A,Yes
15632,ES cell line,Complete,Yes
43052,Cryo-archive,Complete,Yes
44797,Currently Unavailable,In Progress,No
5321,ES cell line,Complete,Yes
60732,ES cell line,QC,Yes
61820,ES cell line,QC,Yes
50384,Cryo-archive,QC,Yes
57441,ES cell line,QC,Yes
55186,ES cell line,QC,Yes
52643,ES cell line,QC,Yes
53951,ES cell line,QC,Yes
34495,ES cell line,Complete,Yes
18000,ES cell line,Complete,Yes
65530,Currently Unavailable,In Progress,Yes
33350,missing,Complete,No
10430,ES cell line,Complete,Yes
46250,Cryo-archive,In Progress,Yes
41595,Cryo-archive,Complete,Yes
26851,ES cell line,Complete,Yes
8513,ES cell line,Complete,Yes
71123,Cryo-archive,Complete,Yes
27743,ES cell line,Complete,Yes
20086,ES cell line,Complete,Yes
18515,ES cell line,Complete,Yes
65025,ES cell line,QC,Yes
33645,missing,Complete,No
34180,missing,Complete,No
67018,Cryo-archive,Needs Update,Yes
31678,Cryo-archive,Complete,Yes
52356,ES cell line,QC,Yes
55493,ES cell line,QC,Yes
32957,Cryo-archive,Complete,Yes
47857,Cryo-archive,QC,Yes
20593,ES cell line,Complete,Yes
71436,iPS Cell Line,In Progress,Yes
27256,ES cell line,Complete,Yes
41080,Cryo-archive,Complete,Yes
12118,ES cell line,Complete,Yes
44778,Currently Unavailable,In Progress,No
8006,ES cell line,Complete,Yes
39248,Cryo-archive,Complete,Yes
10125,ES cell line,Complete,Yes
46745,Cryo-archive,QC,Yes
59849,ES cell line,QC,Yes
44282,Cryo-archive,Complete,Yes
68617,Currently Unavailable,In Progress,No
15327,ES cell line,Complete,Yes
43547,Cryo-archive,Needs Update,Yes
24883,ES cell line,Complete,Yes
25791,ES cell line,Complete,Yes
69905,Breeder pairs,Complete,Yes
20069,ES cell line,Complete,Yes
22054,ES cell line,Complete,Yes
57154,ES cell line,QC,Yes
4926,ES cell line,Complete,Yes
50691,Currently Unavailable,In Progress,No
55169,ES cell line,QC,Yes
28459,ES cell line,Complete,Yes
51983,ES cell line,QC,Yes
60227,ES cell line,QC,Yes
7609,ES cell line,Complete,Yes
36447,Cryo-archive,Complete,Yes
31382,Hidden,Complete,No
5634,ES cell line,Complete,Yes
52706,ES cell line,QC,Yes
33215,missing,Complete,No
65475,Cryo-archive,In Progress,Yes
18145,ES cell line,Complete,Yes
51829,ES cell line,QC,Yes
53814,ES cell line,QC,Yes
31228,ES cell line,Complete,Yes
67448,Hidden,Complete,Yes
26914,ES cell line,Complete,Yes
39618,Cryo-archive,Complete,Yes
8456,ES cell line,Complete,Yes
44328,Cryo-archive,Complete,Yes
12548,ES cell line,Complete,Yes
46315,Cryo-archive,In Progress,Yes
10575,ES cell line,Complete,Yes
24929,ES cell line,Complete,Yes
27606,ES cell line,Complete,Yes
71066,Cryo-archive,Complete,Yes
14865,ES cell line,Complete,Yes
20439,ES cell line,Complete,Yes
22404,ES cell line,Complete,Yes
16858,Cryo-archive,Complete,Yes
43117,Cryo-archive,Complete,Yes
15777,ES cell line,Complete,Yes
68247,Breeder pairs,Complete,Yes
7259,ES cell line,Complete,Yes
60677,ES cell line,QC,Yes
5264,ES cell line,Complete,Yes
57504,ES cell line,QC,Yes
63958,ES cell line,QC,Yes
61965,ES cell line,QC,Yes
28009,ES cell line,Complete,Yes
55539,ES cell line,QC,Yes
35791,ES cell line,Complete,Yes
30069,Hidden,In Progress,No
1227,ES cell line,Complete,Yes
66609,Cryo-archive,Complete,Yes
32054,Cryo-archive,Complete,Yes
64634,ES cell line,QC,Yes
19304,ES cell line,Complete,Yes
65926,ES cell line,QC,Yes
54282,ES cell line,QC,Yes
53547,ES cell line,QC,Yes
34883,ES cell line,Complete,Yes
41983,Cryo-archive,Complete,Yes
26447,ES cell line,Complete,Yes
70227,Currently Unavailable,In Progress,No
8905,ES cell line,Complete,Yes
21382,ES cell line,Complete,Yes
10826,ES cell line,Complete,Yes
47154,Cryo-archive,QC,Yes
11734,Cryo-archive,Complete,Yes
40691,Cryo-archive,Complete,Yes
38459,Cryo-archive,Complete,Yes
9617,ES cell line,Complete,Yes
45169,Currently Unavailable,In Progress,No
13709,ES cell line,Complete,Yes
212,missing,In Progress,No
42356,Cryo-archive,In Progress,Yes
14536,ES cell line,Complete,Yes
69006,Currently Unavailable,In Progress,No
45493,Currently Unavailable,In Progress,No
22957,ES cell line,Complete,Yes
23645,ES cell line,Complete,Yes
24180,ES cell line,Complete,Yes
21678,ES cell line,Complete,Yes
51080,Cryo-archive,Complete,Yes
29248,ES cell line,Complete,Yes
54778,ES cell line,QC,Yes
56745,ES cell line,QC,Yes
49849,Cryo-archive,QC,Yes
57857,ES cell line,QC,Yes
30593,Cryo-archive,Complete,Yes
4025,ES cell line,Complete,Yes
37256,Hidden,N/A,No
61436,ES cell line,QC,Yes
6018,ES cell line,Complete,Yes
2958,ES cell line,Complete,Yes
18846,ES cell line,Complete,Yes
53117,ES cell line,QC,Yes
66259,Hybridoma cell line,Complete,Yes
1677,ES cell line,Complete,Yes
30439,Cryo-archive,Complete,Yes
19754,ES cell line,Complete,Yes
64264,ES cell line,QC,Yes
32404,Cryo-archive,Complete,Yes
11364,ES cell line,Complete,Yes
47504,Cryo-archive,QC,Yes
13359,ES cell line,Complete,Yes
45539,Currently Unavailable,In Progress,No
9247,ES cell line,Complete,Yes
38009,Hidden,In Progress,No
70677,Currently Unavailable,In Progress,No
26017,ES cell line,Complete,Yes
23215,ES cell line,Complete,Yes
41829,Cryo-archive,Complete,Yes
43814,Currently Unavailable,Complete,Yes
21228,ES cell line,Complete,Yes
69456,Currently Unavailable,In Progress,No
14166,ES cell line,Complete,Yes
42706,Cryo-archive,Complete,Yes
642,ES cell line,Complete,Yes
4475,ES cell line,Complete,Yes
6448,ES cell line,Complete,Yes
61066,ES cell line,QC,Yes
37606,Currently Unavailable,Complete,Yes
36914,Hidden,N/A,No
54328,ES cell line,QC,Yes
56315,ES cell line,QC,Yes
34929,ES cell line,Complete,Yes
17926,ES cell line,Complete,Yes
26282,ES cell line,Complete,Yes
21547,ES cell line,Complete,Yes
46883,Cryo-archive,QC,Yes
14609,ES cell line,Complete,Yes
42069,Currently Unavailable,QC,Yes
69339,Currently Unavailable,In Progress,No
47791,Cryo-archive,QC,Yes
16634,ES cell line,Complete,Yes
40054,Cryo-archive,Complete,Yes
48464,Cryo-archive,QC,Yes
63734,ES cell line,QC,Yes
35154,ES cell line,Complete,Yes
61709,ES cell line,QC,Yes
6327,ES cell line,Complete,Yes
37169,Hidden,N/A,No
32691,Cryo-archive,Complete,Yes
29177,Cryo-archive,Complete,Yes
33983,missing,Complete,No
54447,ES cell line,QC,Yes
53382,ES cell line,QC,Yes
62826,ES cell line,QC,Yes
51645,ES cell line,QC,Yes
53678,ES cell line,QC,Yes
56180,ES cell line,QC,Yes
1118,ES cell line,Complete,Yes
66536,Cryo-archive,Complete,Yes
3125,ES cell line,Complete,Yes
37493,Cryo-archive,Complete,Yes
50957,ES cell line,Complete,Yes
25857,ES cell line,Complete,Yes
42593,Cryo-archive,Complete,Yes
9528,ES cell line,Complete,Yes
38766,Cryo-archive,Complete,Yes
13436,ES cell line,Complete,Yes
45256,Currently Unavailable,In Progress,No
70118,Currently Unavailable,In Progress,No
26778,ES cell line,Complete,Yes
23080,ES cell line,Complete,Yes
39874,Cryo-archive,Complete,Yes
59275,ES cell line,QC,Yes
24745,ES cell line,Complete,Yes
69769,Currently Unavailable,In Progress,No
42439,Cryo-archive,Complete,Yes
14259,ES cell line,Complete,Yes
9482,ES cell line,Complete,Yes
40404,Cryo-archive,Complete,Yes
16264,ES cell line,Complete,Yes
21117,ES cell line,Complete,Yes
7865,ES cell line,Complete,Yes
54017,ES cell line,QC,Yes
29527,ES cell line,Complete,Yes
5858,ES cell line,Complete,Yes
35504,ES cell line,Complete,Yes
63364,ES cell line,QC,Yes
48034,Cryo-archive,QC,Yes
37539,Cryo-archive,Complete,Yes
6777,ES cell line,Complete,Yes
61359,ES cell line,QC,Yes
19191,ES cell line,Complete,Yes
30706,Hidden,Complete,Yes
66166,Hybridoma cell line,Complete,Yes
1548,ES cell line,Complete,Yes
3575,ES cell line,Complete,Yes
33829,missing,Complete,No
51215,Cryo-archive,Complete,Yes
53228,ES cell line,QC,Yes
26328,ES cell line,Complete,Yes
70548,Currently Unavailable,In Progress,No
44914,Currently Unavailable,In Progress,No
46929,Cryo-archive,QC,Yes
24315,ES cell line,Complete,Yes
59625,ES cell line,QC,Yes
58937,ES cell line,QC,Yes
69293,Currently Unavailable,In Progress,No
45606,Currently Unavailable,In Progress,No
13066,Hidden,Complete,No
38336,Cryo-archive,Complete,Yes
9178,ES cell line,Complete,Yes
20356,ES cell line,Complete,Yes
27493,ES cell line,Complete,Yes
40957,Cryo-archive,Complete,Yes
41645,Cryo-archive,Complete,Yes
17025,ES cell line,Complete,Yes
68528,Currently Unavailable,In Progress,No
43678,Currently Unavailable,In Progress,No
15018,ES cell line,Complete,Yes
46180,Cryo-archive,Complete,Yes
36778,Breeder pairs,Complete,Yes
60118,ES cell line,QC,Yes
7536,ES cell line,Complete,Yes
29874,Cryo-archive,Complete,Yes
33080,Cryo-archive,Complete,Yes
34745,Cryo-archive,Complete,Yes
62125,ES cell line,QC,Yes
49275,Cryo-archive,QC,Yes
35857,ES cell line,Complete,Yes
52593,ES cell line,QC,Yes
55256,ES cell line,QC,Yes
28766,ES cell line,Complete,Yes
52069,ES cell line,QC,Yes
57791,ES cell line,QC,Yes
3826,ES cell line,Complete,Yes
19938,ES cell line,Complete,Yes
50054,Cryo-archive,QC,Yes
2734,ES cell line,Complete,Yes
36282,Cryo-archive,Complete,Yes
31547,ES cell line,Complete,Yes
67327,Cryo-archive,Needs Update,Yes
56883,ES cell line,QC,Yes
23983,ES cell line,Complete,Yes
44447,Currently Unavailable,In Progress,No
12227,ES cell line,Complete,Yes
39177,Cryo-archive,Complete,Yes
8339,ES cell line,Complete,Yes
43382,Cryo-archive,Complete,Yes
25154,ES cell line,Complete,Yes
58464,ES cell line,QC,Yes
27169,ES cell line,Complete,Yes
22691,ES cell line,Complete,Yes
8293,ES cell line,Complete,Yes
23829,ES cell line,Complete,Yes
17475,ES cell line,Complete,Yes
41215,Cryo-archive,Complete,Yes
15448,ES cell line,Complete,Yes
43228,Cryo-archive,Complete,Yes
68178,Currently Unavailable,In Progress,No
21814,ES cell line,Complete,Yes
20706,ES cell line,Complete,Yes
48937,Cryo-archive,QC,Yes
28336,ES cell line,Complete,Yes
19892,ES cell line,Complete,Yes
55606,ES cell line,QC,Yes
7166,ES cell line,Complete,Yes
60548,ES cell line,QC,Yes
36328,ES cell line,Complete,Yes
54914,ES cell line,QC,Yes
18780,ES cell line,Complete,Yes
56929,ES cell line,QC,Yes
49625,Cryo-archive,QC,Yes
62575,ES cell line,QC,Yes
34315,Cryo-archive,Complete,Yes
2364,ES cell line,Complete,Yes
67777,Currently Unavailable,In Progress,No
52439,ES cell line,QC,Yes
75,Cryo-archive,Complete,Yes
66865,Cryo-archive,Complete,Yes
64858,ES cell line,QC,Yes
50404,Cryo-archive,QC,Yes
11958,Cryo-archive,Complete,Yes
58034,ES cell line,QC,Yes
25504,ES cell line,Complete,Yes
984,ES cell line,Complete,Yes
71359,Cryo-archive,Complete,Yes
27539,ES cell line,Complete,Yes
