mmrrc_id,availability,sds_status,public_display
49128,Cryo-archive,QC,Yes
67580,Currently Unavailable,In Progress,No
17378,ES cell line,Complete,Yes
41518,Cryo-archive,QC,Yes
12480,ES cell line,Complete,Yes
68675,Currently Unavailable,In Progress,No
15345,ES cell line,Complete,Yes
43525,Currently Unavailable,In Progress,No
69967,Currently Unavailable,In Progress,No
22036,ES cell line,Complete,Yes
8434,ES cell line,Complete,Yes
26976,ES cell line,Complete,Yes
46377,Cryo-archive,QC,Yes
10517,ES cell line,Complete,Yes
58369,ES cell line,QC,Yes
25659,ES cell line,Complete,Yes
38968,Cryo-archive,Complete,Yes
27664,ES cell line,Complete,Yes
71004,Cryo-archive,Complete,Yes
52764,ES cell line,QC,Yes
50759,Currently Unavailable,In Progress,No
28591,ES cell line,Complete,Yes
33277,missing,Complete,No
2039,ES cell line,Complete,Yes
65417,Cryo-archive,Complete,Yes
18127,ES cell line,Complete,Yes
49082,Cryo-archive,QC,Yes
53876,ES cell line,QC,Yes
36075,Cryo-archive,Complete,Yes
60615,ES cell line,QC,Yes
49578,Cryo-archive,QC,Yes
34048,missing,Complete,No
62628,ES cell line,QC,Yes
5206,ES cell line,Complete,Yes
57566,ES cell line,QC,Yes
61907,ES cell line,QC,Yes
58693,ES cell line,QC,Yes
14807,ES cell line,Complete,Yes
22466,ES cell line,Complete,Yes
41148,Cryo-archive,Complete,Yes
17728,ES cell line,Complete,Yes
39380,Cryo-archive,Complete,Yes
43175,Cryo-archive,Complete,Yes
15715,ES cell line,Complete,Yes
68225,Hidden,In Progress,No
59981,ES cell line,QC,Yes
51261,ES cell line,QC,Yes
54599,ES cell line,QC,Yes
66112,Hybridoma cell line,Complete,Yes
3501,ES cell line,Complete,Yes
58943,ES cell line,QC,Yes
45672,Currently Unavailable,In Progress,No
13012,ES cell line,Complete,Yes
38342,Cryo-archive,Complete,Yes
44960,Currently Unavailable,In Progress,No
24361,ES cell line,Complete,Yes
59651,ES cell line,QC,Yes
21499,ES cell line,Complete,Yes
21163,ES cell line,Complete,Yes
25989,ES cell line,Complete,Yes
509,ES cell line,Complete,Yes
40470,Cryo-archive,Complete,Yes
16210,Hidden,Complete,No
45388,Currently Unavailable,In Progress,No
35570,ES cell line,Complete,Yes
63310,ES cell line,QC,Yes
48040,Cryo-archive,QC,Yes
30288,Cryo-archive,Complete,Yes
6703,ES cell line,Complete,Yes
50889,Currently Unavailable,In Progress,No
54063,ES cell line,QC,Yes
29553,ES cell line,Complete,Yes
7811,ES cell line,Complete,Yes
66542,Cryo-archive,Complete,Yes
4694,Hidden,Complete,No
61287,ES cell line,QC,Yes
50923,Cryo-archive,Complete,Yes
3151,ES cell line,Complete,Yes
51631,ES cell line,QC,Yes
5986,ES cell line,Complete,Yes
39800,Cryo-archive,Complete,Yes
59201,ES cell line,QC,Yes
24731,ES cell line,Complete,Yes
25823,ES cell line,Complete,Yes
14387,ES cell line,Complete,Yes
38712,Cryo-archive,Complete,Yes
13442,Hidden,Complete,No
45222,Currently Unavailable,In Progress,No
11185,ES cell line,Complete,Yes
159,Cryo-archive,Complete,Yes
16640,ES cell line,Complete,Yes
40020,Cryo-archive,Complete,Yes
17952,ES cell line,Complete,Yes
70496,Currently Unavailable,In Progress,No
21533,ES cell line,Complete,Yes
29103,ES cell line,Complete,Yes
54433,ES cell line,QC,Yes
62852,ES cell line,QC,Yes
48410,Cryo-archive,QC,Yes
63740,ES cell line,QC,Yes
35120,ES cell line,Complete,Yes
1496,ES cell line,Complete,Yes
64085,ES cell line,QC,Yes
6353,ES cell line,Complete,Yes
66811,Cryo-archive,Complete,Yes
35989,ES cell line,Complete,Yes
50470,Cryo-archive,QC,Yes
55388,ES cell line,QC,Yes
2310,ES cell line,Complete,Yes
67703,Currently Unavailable,In Progress,No
31163,Cryo-archive,Complete,Yes
39553,Cryo-archive,Complete,Yes
12603,ES cell line,Complete,Yes
44063,Cryo-archive,Complete,Yes
58040,ES cell line,QC,Yes
25570,ES cell line,Complete,Yes
20288,ES cell line,Complete,Yes
13911,ES cell line,Complete,Yes
40889,Cryo-archive,Complete,Yes
20772,ES cell line,Complete,Yes
17401,ES cell line,Complete,Yes
41261,Cryo-archive,QC,Yes
44599,Currently Unavailable,In Progress,No
21860,ES cell line,Complete,Yes
54960,ES cell line,QC,Yes
7112,ES cell line,Complete,Yes
49651,Cryo-archive,QC,Yes
62501,ES cell line,QC,Yes
31499,ES cell line,Complete,Yes
48943,Cryo-archive,QC,Yes
28342,ES cell line,Complete,Yes
55672,ES cell line,QC,Yes
60496,ES cell line,QC,Yes
2740,ES cell line,Complete,Yes
31533,ES cell line,Complete,Yes
67353,Cryo-archive,Complete,Yes
5085,ES cell line,Complete,Yes
50020,Cryo-archive,QC,Yes
3852,ES cell line,Complete,Yes
25120,ES cell line,Complete,Yes
58410,ES cell line,QC,Yes
44433,Currently Unavailable,In Progress,No
12253,ES cell line,Complete,Yes
39103,Cryo-archive,Complete,Yes
15596,ES cell line,Complete,Yes
41631,Cryo-archive,Complete,Yes
17051,ES cell line,Complete,Yes
10794,ES cell line,Complete,Yes
20322,ES cell line,Complete,Yes
71287,Cryo-archive,QC,No
40923,Cryo-archive,Complete,Yes
35823,ES cell line,Complete,Yes
55222,ES cell line,QC,Yes
64986,ES cell line,QC,Yes
28712,ES cell line,Complete,Yes
65694,Cryo-archive,Complete,Yes
7542,ES cell line,Complete,Yes
34731,Cryo-archive,Complete,Yes
62151,ES cell line,QC,Yes
49201,Cryo-archive,QC,Yes
20637,ES cell line,Complete,Yes
21925,ES cell line,Complete,Yes
10281,ES cell line,Complete,Yes
68049,Currently Unavailable,Complete,Yes
43319,Cryo-archive,Complete,Yes
15579,ES cell line,Complete,Yes
41324,Cryo-archive,QC,Yes
17544,ES cell line,Complete,Yes
70880,Currently Unavailable,In Progress,No
23918,ES cell line,Complete,Yes
34224,missing,Complete,No
62444,ES cell line,QC,Yes
49714,Cryo-archive,QC,Yes
56818,ES cell line,QC,Yes
65381,Cryo-archive,Complete,Yes
54825,ES cell line,QC,Yes
36219,Cryo-archive,Complete,Yes
7057,ES cell line,Complete,Yes
60479,ES cell line,QC,Yes
55737,ES cell line,QC,Yes
28207,Hidden,Complete,No
48806,Cryo-archive,QC,Yes
1880,ES cell line,Complete,Yes
50535,Cryo-archive,Complete,Yes
64969,ES cell line,QC,Yes
66954,Cryo-archive,Complete,Yes
52508,ES cell line,QC,Yes
67646,Currently Unavailable,In Progress,No
5590,ES cell line,Complete,Yes
60183,ES cell line,QC,Yes
2255,ES cell line,Complete,Yes
15083,ES cell line,Complete,Yes
44126,Cryo-archive,Complete,Yes
12746,Hidden,Complete,No
39416,Cryo-archive,Complete,Yes
8658,ES cell line,Complete,Yes
13854,Hidden,Complete,No
27408,ES cell line,Complete,Yes
71268,Cryo-archive,Complete,Yes
25435,ES cell line,Complete,Yes
58105,ES cell line,QC,Yes
11869,Cryo-archive,Complete,Yes
15129,ES cell line,Complete,Yes
43749,Cryo-archive,In Progress,Yes
68419,Cryo-archive,Complete,Yes
17114,ES cell line,Complete,Yes
41774,Cryo-archive,Complete,Yes
40866,Cryo-archive,Complete,Yes
20267,ES cell line,Complete,Yes
28657,ES cell line,Complete,Yes
55367,ES cell line,QC,Yes
35966,ES cell line,Complete,Yes
49344,Cryo-archive,QC,Yes
62014,ES cell line,QC,Yes
60029,ES cell line,QC,Yes
7407,ES cell line,Complete,Yes
36649,Cryo-archive,Complete,Yes
67216,Hidden,Needs Update,Yes
31476,Hidden,Complete,No
2605,ES cell line,Complete,Yes
50165,Cryo-archive,QC,Yes
19809,ES cell line,Complete,Yes
3917,ES cell line,Complete,Yes
52158,ES cell line,QC,Yes
27058,ES cell line,Complete,Yes
58555,ES cell line,QC,Yes
25065,ES cell line,Complete,Yes
8208,ES cell line,Complete,Yes
39046,Cryo-archive,Complete,Yes
12316,ES cell line,Complete,Yes
44576,Currently Unavailable,In Progress,No
21026,Hidden,Complete,No
70183,Currently Unavailable,In Progress,No
16355,Cryo-archive,Complete,Yes
40535,Cryo-archive,Complete,Yes
14368,ES cell line,Complete,Yes
42508,Cryo-archive,Complete,Yes
69658,Cryo-archive,Complete,Yes
64590,ES cell line,QC,Yes
6646,ES cell line,Complete,Yes
61268,ES cell line,QC,Yes
37408,Cryo-archive,Complete,Yes
48105,Cryo-archive,QC,Yes
63255,ES cell line,QC,Yes
35435,ES cell line,Complete,Yes
1183,ES cell line,Complete,Yes
5969,ES cell line,Complete,Yes
29416,ES cell line,Complete,Yes
54126,ES cell line,QC,Yes
7954,ES cell line,Complete,Yes
53319,ES cell line,QC,Yes
51324,ES cell line,QC,Yes
60880,ES cell line,QC,Yes
33918,missing,Complete,No
61792,ES cell line,QC,Yes
3444,ES cell line,Complete,Yes
66057,Hybridoma cell line,Complete,Yes
1479,ES cell line,Complete,Yes
4381,ES cell line,Complete,Yes
9049,ES cell line,Complete,Yes
38207,Hidden,Complete,Yes
13157,Hidden,Complete,No
45737,Currently Unavailable,In Progress,No
14692,ES cell line,Complete,Yes
58806,ES cell line,QC,Yes
59714,ES cell line,QC,Yes
15980,Cryo-archive,Complete,Yes
24224,ES cell line,Complete,Yes
46818,Cryo-archive,QC,Yes
44825,Currently Unavailable,In Progress,No
70479,Currently Unavailable,In Progress,No
26219,ES cell line,Complete,Yes
40165,Cryo-archive,Complete,Yes
16705,ES cell line,Complete,Yes
69208,Currently Unavailable,In Progress,No
42158,Cryo-archive,In Progress,Yes
14738,ES cell line,Complete,Yes
21476,ES cell line,Complete,Yes
17817,ES cell line,Complete,Yes
62917,ES cell line,QC,Yes
54576,ES cell line,QC,Yes
29046,ES cell line,Complete,Yes
37058,Hidden,N/A,No
61638,ES cell line,QC,Yes
6216,ES cell line,Complete,Yes
35065,ES cell line,Complete,Yes
63605,ES cell line,QC,Yes
48555,Cryo-archive,QC,Yes
50866,Currently Unavailable,In Progress,No
3014,ES cell line,Complete,Yes
30267,missing,In Progress,No
1029,ES cell line,Complete,Yes
66407,Hybridoma cell line,Complete,Yes
53749,ES cell line,QC,Yes
51774,ES cell line,QC,Yes
24674,ES cell line,Complete,Yes
59344,ES cell line,QC,Yes
39945,Cryo-archive,Complete,Yes
26649,ES cell line,Complete,Yes
70029,Currently Unavailable,In Progress,No
45367,Currently Unavailable,In Progress,No
13507,ES cell line,Complete,Yes
38657,Cryo-archive,Complete,Yes
9419,ES cell line,Complete,Yes
25966,ES cell line,Complete,Yes
6083,ES cell line,Complete,Yes
32535,Cryo-archive,Complete,Yes
64355,ES cell line,QC,Yes
19665,ES cell line,Complete,Yes
30508,Cryo-archive,Complete,Yes
66368,Hybridoma cell line,Complete,Yes
1746,ES cell line,Complete,Yes
63490,ES cell line,QC,Yes
53026,ES cell line,QC,Yes
18977,ES cell line,Complete,Yes
2869,ES cell line,Complete,Yes
26126,ES cell line,Complete,Yes
70746,Currently Unavailable,In Progress,No
38138,Hidden,In Progress,No
9376,ES cell line,Complete,Yes
45408,Currently Unavailable,In Progress,No
13268,Hidden,Complete,No
16590,ES cell line,Complete,Yes
289,Cryo-archive,Complete,Yes
47435,Cryo-archive,QC,Yes
11255,ES cell line,Complete,Yes
13792,Hidden,Complete,No
42637,Cryo-archive,Complete,Yes
773,ES cell line,Complete,Yes
14057,ES cell line,Complete,Yes
69567,Hidden,QC,No
21319,ES cell line,Complete,Yes
43925,Currently Unavailable,In Progress,Yes
41918,Cryo-archive,Complete,Yes
23324,ES cell line,Complete,Yes
12880,ES cell line,Complete,Yes
34818,Cryo-archive,Complete,Yes
67980,Cryo-archive,Needs Update,Yes
56224,ES cell line,QC,Yes
29729,ES cell line,Complete,Yes
54219,ES cell line,QC,Yes
36825,Hidden,Complete,No
3281,Hidden,Complete,No
37737,Cryo-archive,Complete,Yes
6579,ES cell line,Complete,Yes
61157,ES cell line,QC,Yes
4544,ES cell line,Complete,Yes
66692,Cryo-archive,Complete,Yes
53476,ES cell line,QC,Yes
65817,Cryo-archive,Complete,Yes
29683,ES cell line,Complete,Yes
28991,ES cell line,Complete,Yes
19235,ES cell line,Complete,Yes
64705,ES cell line,QC,Yes
32165,Cryo-archive,Complete,Yes
1316,ES cell line,Complete,Yes
66738,Cryo-archive,Complete,No
30158,Cryo-archive,Complete,Yes
48390,Cryo-archive,QC,Yes
13638,ES cell line,Complete,Yes
45058,Currently Unavailable,In Progress,No
9726,ES cell line,Complete,Yes
38568,Cryo-archive,Complete,Yes
11605,Cryo-archive,Complete,Yes
47065,Cryo-archive,QC,Yes
10917,Cryo-archive,Complete,Yes
8834,ES cell line,Complete,Yes
70316,Currently Unavailable,In Progress,No
26576,ES cell line,Complete,Yes
21749,ES cell line,Complete,Yes
59581,ES cell line,QC,Yes
23774,ES cell line,Complete,Yes
22866,ES cell line,Complete,Yes
38092,Hidden,In Progress,No
69137,Currently Unavailable,In Progress,No
14407,ES cell line,Complete,Yes
323,Cryo-archive,Complete,Yes
42267,Cryo-archive,In Progress,Yes
61507,ES cell line,QC,Yes
6129,ES cell line,Complete,Yes
37367,Cryo-archive,QC,Yes
4114,ES cell line,Complete,Yes
57966,ES cell line,QC,Yes
49978,Cryo-archive,QC,Yes
56674,ES cell line,QC,Yes
54649,ES cell line,QC,Yes
29379,ES cell line,Complete,Yes
67579,Currently Unavailable,In Progress,No
31319,ES cell line,Complete,Yes
53925,ES cell line,QC,Yes
62281,ES cell line,QC,Yes
51918,ES cell line,QC,Yes
7692,ES cell line,Complete,Yes
18074,ES cell line,Complete,Yes
65544,Cryo-archive,Complete,Yes
33324,missing,Complete,No
6980,ES cell line,Complete,Yes
52637,ES cell line,QC,Yes
71157,Cryo-archive,Complete,Yes
27737,ES cell line,Complete,Yes
24818,ES cell line,Complete,Yes
10444,Cryo-archive,Complete,Yes
46224,Cryo-archive,In Progress,Yes
12479,ES cell line,Complete,Yes
44219,Cryo-archive,Complete,Yes
8567,ES cell line,Complete,Yes
39729,Cryo-archive,Complete,Yes
17381,ES cell line,Complete,Yes
26825,ES cell line,Complete,Yes
68376,Cryo-archive,Complete,Yes
15646,ES cell line,Complete,Yes
43026,Cryo-archive,Complete,Yes
12183,ES cell line,Complete,Yes
16969,ES cell line,Complete,Yes
22535,ES cell line,Complete,Yes
20508,ES cell line,Complete,Yes
14954,ES cell line,Complete,Yes
55408,ES cell line,QC,Yes
28138,ES cell line,Complete,Yes
61854,ES cell line,QC,Yes
63869,ES cell line,QC,Yes
57435,ES cell line,QC,Yes
5355,ES cell line,Complete,Yes
67083,Cryo-archive,Complete,Yes
2490,ES cell line,Complete,Yes
7368,ES cell line,Complete,Yes
60746,ES cell line,QC,Yes
28092,ES cell line,Complete,Yes
52267,ES cell line,QC,Yes
31749,Cryo-archive,Complete,No
67129,Cryo-archive,Complete,Yes
49581,Cryo-archive,QC,Yes
33774,missing,Complete,No
65114,ES cell line,QC,Yes
18424,ES cell line,Complete,Yes
59978,ES cell line,QC,Yes
46674,Cryo-archive,QC,Yes
10014,ES cell line,Complete,Yes
39379,Cryo-archive,Complete,Yes
8137,ES cell line,Complete,Yes
44649,Currently Unavailable,In Progress,No
12029,Cryo-archive,Complete,Yes
27367,ES cell line,Complete,Yes
71507,Currently Unavailable,In Progress,No
47966,Cryo-archive,QC,Yes
22165,ES cell line,Complete,Yes
38991,Cryo-archive,Complete,Yes
20158,ES cell line,Complete,Yes
58390,ES cell line,QC,Yes
69834,Breeder pairs,Complete,Yes
43476,Cryo-archive,Complete,Yes
15216,Cryo-archive,Complete,Yes
68726,Currently Unavailable,In Progress,No
39683,Cryo-archive,Complete,Yes
5705,ES cell line,Complete,Yes
36576,ES cell line,Complete,Yes
60316,ES cell line,QC,Yes
7738,ES cell line,Complete,Yes
28568,ES cell line,Complete,Yes
55058,ES cell line,QC,Yes
4817,ES cell line,Complete,Yes
57065,ES cell line,QC,Yes
39396,Cryo-archive,Complete,Yes
43163,Cryo-archive,Complete,Yes
15703,ES cell line,Complete,Yes
68233,Cryo-archive,Complete,Yes
59997,ES cell line,QC,Yes
47989,Cryo-archive,QC,Yes
58685,ES cell line,QC,Yes
14811,ES cell line,Complete,Yes
27388,ES cell line,Complete,Yes
22470,ES cell line,Complete,Yes
52288,ES cell line,QC,Yes
57570,ES cell line,QC,Yes
32889,Cryo-archive,Complete,Yes
61911,ES cell line,QC,Yes
36063,Cryo-archive,Complete,Yes
60603,ES cell line,QC,Yes
5210,ES cell line,Complete,Yes
36599,ES cell line,Complete,Yes
33261,missing,Complete,No
65401,Cryo-archive,Complete,Yes
18131,ES cell line,Complete,Yes
49094,Cryo-archive,QC,Yes
53860,ES cell line,QC,Yes
52772,ES cell line,QC,Yes
28587,ES cell line,Complete,Yes
27672,ES cell line,Complete,Yes
71012,Cryo-archive,Complete,Yes
8422,ES cell line,Complete,Yes
26960,ES cell line,Complete,Yes
43499,Cryo-archive,Complete,Yes
46361,Cryo-archive,QC,Yes
10501,Hidden,Complete,No
69971,Currently Unavailable,In Progress,No
22020,ES cell line,Complete,Yes
12496,ES cell line,Complete,Yes
8588,ES cell line,Complete,Yes
68663,Currently Unavailable,In Progress,No
15353,ES cell line,Complete,Yes
43533,Currently Unavailable,QC,Yes
2185,ES cell line,Complete,Yes
60253,ES cell line,QC,Yes
36433,Cryo-archive,Complete,Yes
5640,ES cell line,Complete,Yes
67596,Currently Unavailable,In Progress,No
4952,ES cell line,Complete,Yes
57120,ES cell line,QC,Yes
63886,ES cell line,QC,Yes
52322,ES cell line,QC,Yes
32923,Cryo-archive,Complete,Yes
7387,ES cell line,Complete,Yes
18561,ES cell line,Complete,Yes
65051,ES cell line,QC,Yes
33631,missing,Complete,No
62794,ES cell line,QC,Yes
8072,ES cell line,Complete,Yes
17694,ES cell line,Complete,Yes
68399,Cryo-archive,Complete,Yes
10151,ES cell line,Complete,Yes
46731,Cryo-archive,QC,Yes
47823,Cryo-archive,QC,Yes
71442,Currently Unavailable,QC,No
27222,ES cell line,Complete,Yes
16986,Cryo-archive,Complete,Yes
69422,Currently Unavailable,In Progress,No
14112,Cryo-archive,Complete,Yes
42772,Cryo-archive,Complete,Yes
636,Hidden,N/A,No
38587,Cryo-archive,Complete,Yes
26599,ES cell line,Complete,Yes
23261,ES cell line,Complete,Yes
43860,Cryo-archive,In Progress,Yes
59094,ES cell line,QC,Yes
36960,Cryo-archive,Complete,Yes
53499,ES cell line,QC,Yes
56361,ES cell line,QC,Yes
4401,ES cell line,Complete,Yes
61012,ES cell line,QC,Yes
37672,Cryo-archive,Complete,Yes
57989,ES cell line,QC,Yes
1603,ES cell line,Complete,Yes
48685,Cryo-archive,QC,Yes
37388,Cryo-archive,QC,Yes
19720,ES cell line,Complete,Yes
64210,ES cell line,QC,Yes
32470,Cryo-archive,Complete,Yes
18832,ES cell line,Complete,Yes
29396,ES cell line,Complete,Yes
49997,Cryo-archive,QC,Yes
53163,ES cell line,QC,Yes
70603,Currently Unavailable,In Progress,No
26063,ES cell line,Complete,Yes
42288,Cryo-archive,Complete,Yes
11310,ES cell line,Complete,Yes
47570,Cryo-archive,QC,Yes
22889,ES cell line,Complete,Yes
9233,ES cell line,Complete,Yes
23631,ES cell line,Complete,Yes
266,Cryo-archive,Complete,Yes
42322,Cryo-archive,In Progress,Yes
14542,ES cell line,Complete,Yes
69072,Currently Unavailable,In Progress,No
9399,ES cell line,Complete,Yes
13287,ES cell line,Complete,Yes
22923,ES cell line,Complete,Yes
4051,ES cell line,Complete,Yes
57823,ES cell line,QC,Yes
66387,Hybridoma cell line,Complete,Yes
3794,ES cell line,Complete,Yes
37222,Hidden,N/A,No
61442,ES cell line,QC,Yes
18998,ES cell line,Complete,Yes
2886,ES cell line,Complete,Yes
56731,ES cell line,QC,Yes
65952,Hybridoma cell line,Complete,Yes
53533,ES cell line,QC,Yes
1253,ES cell line,Complete,Yes
63185,ES cell line,QC,Yes
6596,ES cell line,Complete,Yes
32020,missing,In Progress,No
64640,ES cell line,QC,Yes
19370,ES cell line,Complete,Yes
69588,Hidden,QC,Yes
47120,Cryo-archive,QC,Yes
11740,Cryo-archive,Complete,Yes
9663,ES cell line,Complete,Yes
16085,ES cell line,Complete,Yes
8971,ES cell line,Complete,Yes
26433,ES cell line,Complete,Yes
70253,Currently Unavailable,In Progress,No
10852,ES cell line,Complete,Yes
65682,Cryo-archive,Complete,Yes
7554,ES cell line,Complete,Yes
5569,ES cell line,Complete,Yes
62147,ES cell line,QC,Yes
49217,Cryo-archive,QC,Yes
35835,ES cell line,Complete,Yes
57209,ES cell line,QC,Yes
55234,ES cell line,QC,Yes
64990,ES cell line,QC,Yes
28704,ES cell line,Complete,Yes
37808,Cryo-archive,Complete,Yes
20334,ES cell line,Complete,Yes
42908,Cryo-archive,Complete,Yes
71291,Cryo-archive,Complete,Yes
40935,Cryo-archive,Complete,Yes
22309,ES cell line,Complete,Yes
41627,Cryo-archive,Complete,Yes
17047,ES cell line,Complete,Yes
10782,ES cell line,Complete,Yes
44425,Currently Unavailable,In Progress,No
12245,ES cell line,Complete,Yes
39115,Cryo-archive,Complete,Yes
70879,Currently Unavailable,In Progress,No
15580,ES cell line,Complete,Yes
46418,Cryo-archive,QC,Yes
10278,ES cell line,Complete,Yes
25136,ES cell line,Complete,Yes
58406,ES cell line,QC,Yes
1879,ES cell line,Complete,Yes
50036,Cryo-archive,QC,Yes
3844,ES cell line,Complete,Yes
60480,ES cell line,QC,Yes
18648,ES cell line,Complete,Yes
33518,missing,Complete,No
65378,Cryo-archive,Complete,Yes
2756,ES cell line,Complete,Yes
31525,Hidden,Complete,No
67345,Cryo-archive,Complete,Yes
5093,ES cell line,Complete,Yes
48955,Cryo-archive,QC,Yes
57659,ES cell line,QC,Yes
28354,ES cell line,Complete,Yes
55664,ES cell line,QC,Yes
54976,ES cell line,QC,Yes
7104,ES cell line,Complete,Yes
49647,Cryo-archive,QC,Yes
62517,ES cell line,QC,Yes
5139,ES cell line,Complete,Yes
34377,Cryo-archive,QC,Yes
17417,ES cell line,Complete,Yes
41277,Cryo-archive,QC,Yes
21876,ES cell line,Complete,Yes
20764,ES cell line,Complete,Yes
22759,ES cell line,Complete,Yes
58056,ES cell line,QC,Yes
25566,ES cell line,Complete,Yes
13907,Hidden,Complete,No
9819,ES cell line,Complete,Yes
39545,Cryo-archive,Complete,Yes
12615,ES cell line,Complete,Yes
44075,Cryo-archive,Complete,Yes
10628,Cryo-archive,Complete,Yes
46048,Currently Unavailable,In Progress,No
2306,ES cell line,Complete,Yes
65728,Cryo-archive,Complete,Yes
33148,missing,Complete,No
18218,ES cell line,Complete,Yes
67715,Currently Unavailable,In Progress,No
31175,Cryo-archive,Complete,Yes
17,Cryo-archive,Complete,Yes
66807,Cryo-archive,Complete,Yes
50466,Cryo-archive,QC,Yes
48406,Cryo-archive,QC,Yes
4378,ES cell line,Complete,Yes
63756,ES cell line,QC,Yes
35136,ES cell line,Complete,Yes
1480,ES cell line,Complete,Yes
64093,ES cell line,QC,Yes
6345,ES cell line,Complete,Yes
29115,ES cell line,Complete,Yes
54425,ES cell line,QC,Yes
60879,ES cell line,QC,Yes
62844,ES cell line,QC,Yes
56418,ES cell line,QC,Yes
17944,ES cell line,Complete,Yes
70480,Currently Unavailable,In Progress,No
23518,ES cell line,Complete,Yes
21525,ES cell line,Complete,Yes
15979,Cryo-archive,Complete,Yes
11193,Cryo-archive,Complete,Yes
16656,ES cell line,Complete,Yes
40036,Cryo-archive,Complete,Yes
25835,ES cell line,Complete,Yes
14391,ES cell line,Complete,Yes
11469,Cryo-archive,Complete,Yes
47209,Cryo-archive,QC,Yes
38704,Cryo-archive,Complete,Yes
13454,ES cell line,Complete,Yes
45234,Currently Unavailable,In Progress,No
27808,ES cell line,Complete,Yes
39816,Cryo-archive,Complete,Yes
59217,ES cell line,QC,Yes
24727,ES cell line,Complete,Yes
51627,ES cell line,QC,Yes
5990,ES cell line,Complete,Yes
66554,Cryo-archive,Complete,Yes
30334,Cryo-archive,Complete,Yes
4682,ES cell line,Complete,Yes
52908,ES cell line,QC,Yes
61291,ES cell line,QC,Yes
50935,Cryo-archive,Complete,Yes
64569,ES cell line,QC,Yes
3147,ES cell line,Complete,Yes
32309,Cryo-archive,Complete,Yes
19059,ES cell line,Complete,Yes
54075,ES cell line,QC,Yes
29545,ES cell line,Complete,Yes
7807,ES cell line,Complete,Yes
56048,ES cell line,QC,Yes
35566,ES cell line,Complete,Yes
63306,ES cell line,QC,Yes
4728,ES cell line,Complete,Yes
48056,Cryo-archive,QC,Yes
6715,ES cell line,Complete,Yes
40466,Cryo-archive,Complete,Yes
16206,ES cell line,Complete,Yes
23148,ES cell line,Complete,Yes
21175,ES cell line,Complete,Yes
68819,Currently Unavailable,In Progress,No
44976,Currently Unavailable,In Progress,No
24377,ES cell line,Complete,Yes
59647,ES cell line,QC,Yes
58955,ES cell line,QC,Yes
47659,Cryo-archive,QC,Yes
11039,Hidden,Complete,No
45664,Currently Unavailable,In Progress,No
13004,ES cell line,Complete,Yes
38354,Cryo-archive,Complete,Yes
66104,Hybridoma cell line,Complete,Yes
19409,ES cell line,Complete,Yes
32759,Cryo-archive,Complete,Yes
3517,ES cell line,Complete,Yes
64139,ES cell line,QC,Yes
51277,ES cell line,QC,Yes
31876,Cryo-archive,Complete,Yes
45371,Currently Unavailable,In Progress,No
13511,ES cell line,Complete,Yes
38641,Cryo-archive,Complete,Yes
40489,Cryo-archive,Complete,Yes
25970,ES cell line,Complete,Yes
24662,ES cell line,Complete,Yes
59352,ES cell line,QC,Yes
39953,Cryo-archive,Complete,Yes
51762,ES cell line,QC,Yes
50870,Currently Unavailable,In Progress,No
3002,ES cell line,Complete,Yes
66411,Hybridoma cell line,Complete,Yes
35589,ES cell line,Complete,Yes
6200,ES cell line,Complete,Yes
35073,ES cell line,Complete,Yes
63613,ES cell line,QC,Yes
48543,Cryo-archive,QC,Yes
62901,ES cell line,QC,Yes
31899,Cryo-archive,Complete,Yes
54560,ES cell line,QC,Yes
29050,ES cell line,Complete,Yes
51298,ES cell line,QC,Yes
21460,ES cell line,Complete,Yes
24398,ES cell line,Complete,Yes
17801,ES cell line,Complete,Yes
44999,Currently Unavailable,In Progress,No
40173,Cryo-archive,Complete,Yes
16713,ES cell line,Complete,Yes
59702,ES cell line,QC,Yes
15996,Cryo-archive,Complete,Yes
24232,ES cell line,Complete,Yes
44833,Currently Unavailable,In Progress,No
38211,Hidden,Complete,Yes
13141,Hidden,Complete,No
45721,Currently Unavailable,In Progress,No
14684,ES cell line,Complete,Yes
58810,ES cell line,QC,Yes
61784,ES cell line,QC,Yes
3452,ES cell line,Complete,Yes
66041,Hybridoma cell line,Complete,Yes
30621,Cryo-archive,QC,Yes
4397,ES cell line,Complete,Yes
31933,Cryo-archive,Complete,Yes
51332,ES cell line,QC,Yes
60896,ES cell line,QC,Yes
29400,ES cell line,Complete,Yes
54130,ES cell line,QC,Yes
7942,ES cell line,Complete,Yes
64586,ES cell line,QC,Yes
6650,ES cell line,Complete,Yes
48113,Cryo-archive,QC,Yes
63243,ES cell line,QC,Yes
35423,ES cell line,Complete,Yes
1195,ES cell line,Complete,Yes
16343,Cryo-archive,Complete,Yes
40523,Cryo-archive,Complete,Yes
21030,ES cell line,Complete,Yes
70195,Currently Unavailable,In Progress,No
21899,ES cell line,Complete,Yes
39050,Cryo-archive,Complete,Yes
12300,ES cell line,Complete,Yes
44560,Currently Unavailable,In Progress,No
41298,Cryo-archive,QC,Yes
58543,ES cell line,QC,Yes
25073,ES cell line,Complete,Yes
50173,Cryo-archive,QC,Yes
3901,ES cell line,Complete,Yes
67200,Cryo-archive,Needs Update,Yes
31460,ES cell line,Complete,Yes
34398,Cryo-archive,Complete,Yes
2613,ES cell line,Complete,Yes
54999,ES cell line,QC,Yes
